province;red;green;blue;x;x
254;71;73;115;Province0254;x
255;195;2;53;Province0255;x
256;121;95;74;Province0256;x
257;194;135;27;Province0257;x
258;176;251;86;Province0258;x
259;80;61;50;Province0259;x
260;208;153;3;Province0260;x
261;159;146;116;Province0261;x
262;235;228;42;Province0262;x
263;159;212;47;Province0263;x
264;150;168;110;Province0264;x
265;199;40;82;Province0265;x
266;198;198;102;Province0266;x
267;73;15;73;Province0267;x
268;234;88;3;Province0268;x
269;86;9;7;Province0269;x
270;233;161;68;Province0270;x
271;242;252;46;Province0271;x
272;126;84;42;Province0272;x
273;142;134;88;Province0273;x
274;74;87;24;Province0274;x
275;155;238;5;Province0275;x
276;95;223;63;Province0276;x
277;125;141;111;Province0277;x
278;195;203;60;Province0278;x
279;223;52;40;Province0279;x
280;196;53;22;Province0280;x
281;231;193;72;Province0281;x
282;105;0;40;Province0282;x
283;69;81;22;Province0283;x
284;146;1;60;Province0284;x
285;94;165;5;Province0285;x
286;184;84;4;Province0286;x
287;227;195;14;Province0287;x
288;117;194;112;Province0288;x
289;118;83;125;Province0289;x
290;240;116;22;Province0290;x
291;228;121;31;Province0291;x
292;238;137;96;Province0292;x
293;76;13;52;Province0293;x
294;64;188;119;Province0294;x
295;95;54;48;Province0295;x
296;72;172;102;Province0296;x
297;75;161;44;Province0297;x
298;209;17;55;Province0298;x
299;114;108;63;Province0299;x
300;212;116;10;Province0300;x
301;237;179;103;Province0301;x
302;132;235;62;Province0302;x
303;73;98;54;Province0303;x
304;131;112;56;Province0304;x
305;208;189;93;Province0305;x
306;89;109;24;Province0306;x
307;187;196;53;Province0307;x
308;176;73;114;Province0308;x
309;198;243;69;Province0309;x
310;72;169;8;Province0310;x
311;98;133;53;Province0311;x
312;167;90;90;Province0312;x
313;153;27;69;Province0313;x
314;70;6;39;Province0314;x
315;202;67;56;Province0315;x
316;75;27;111;Province0316;x
317;181;252;37;Province0317;x
318;175;200;78;Province0318;x
319;236;78;25;Province0319;x
320;131;121;33;Province0320;x
321;136;39;79;Province0321;x
322;100;44;84;Province0322;x
323;148;35;64;Province0323;x
324;243;227;61;Province0324;x
325;76;112;100;Province0325;x
326;185;56;81;Province0326;x
327;233;5;42;Province0327;x
328;98;88;72;Province0328;x
329;151;6;13;Province0329;x
330;182;161;5;Province0330;x
331;82;115;50;Province0331;x
332;225;43;59;Province0332;x
333;85;154;27;Province0333;x
334;179;136;46;Province0334;x
335;244;61;52;Province0335;x
336;95;152;61;Province0336;x
337;192;238;55;Province0337;x
338;182;124;46;Province0338;x
339;164;14;87;Province0339;x
340;156;31;4;Province0340;x
341;168;222;35;Province0341;x
342;99;170;15;Province0342;x
343;224;192;71;Province0343;x
344;172;183;41;Province0344;x
345;78;227;36;Province0345;x
346;207;53;61;Province0346;x
347;135;233;92;Province0347;x
348;175;174;117;Province0348;x
349;113;58;55;Province0349;x
350;143;218;14;Province0350;x
351;137;153;87;Province0351;x
352;245;152;103;Province0352;x
353;194;184;33;Province0353;x
354;137;8;109;Province0354;x
355;229;230;5;Province0355;x
356;115;56;103;Province0356;x
357;218;224;80;Province0357;x
358;247;13;19;Province0358;x
359;107;94;3;Province0359;x
360;74;158;43;Province0360;x
361;71;174;83;Province0361;x
362;212;11;90;Province0362;x
363;169;65;0;Province0363;x
364;67;211;89;Province0364;x
365;125;113;87;Province0365;x
366;203;85;122;Province0366;x
367;74;63;116;Province0367;x
368;171;115;62;Province0368;x
369;215;23;80;Province0369;x
370;216;153;63;Province0370;x
371;244;86;91;Province0371;x
372;105;106;27;Province0372;x
373;86;60;121;Province0373;x
374;90;13;12;Province0374;x
375;94;110;110;Province0375;x
376;231;197;78;Province0376;x
377;205;190;78;Province0377;x
378;218;246;111;Province0378;x
379;68;113;56;Province0379;x
380;243;0;121;Province0380;x
381;191;139;23;Province0381;x
382;157;190;95;Province0382;x
383;158;210;59;Province0383;x
384;217;150;12;Province0384;x
385;103;21;103;Province0385;x
386;115;76;51;Province0386;x
387;73;177;3;Province0387;x
388;187;247;47;Province0388;x
389;217;252;59;Province0389;x
390;117;20;104;Province0390;x
391;219;57;66;Province0391;x
392;212;228;64;Province0392;x
393;185;87;122;Province0393;x
394;74;112;90;Province0394;x
395;89;85;10;Province0395;x
396;209;50;99;Province0396;x
397;121;85;92;Province0397;x
398;168;80;11;Province0398;x
399;150;90;72;Province0399;x
400;223;207;86;Province0400;x
401;205;36;124;Province0401;x
402;181;3;113;Province0402;x
403;155;245;5;Province0403;x
404;136;66;59;Province0404;x
405;110;82;42;Province0405;x
406;154;23;51;Province0406;x
407;217;123;87;Province0407;x
408;193;128;79;Province0408;x
409;200;82;121;Province0409;x
410;137;213;38;Province0410;x
411;132;123;19;Province0411;x
412;173;44;126;Province0412;x
413;208;112;74;Province0413;x
414;218;122;14;Province0414;x
415;172;125;23;Province0415;x
416;141;103;82;Province0416;x
417;109;228;80;Province0417;x
418;102;192;2;Province0418;x
419;82;213;20;Province0419;x
420;69;97;30;Province0420;x
421;70;173;21;Province0421;x
422;239;164;35;Province0422;x
423;138;145;77;Province0423;x
424;220;172;21;Province0424;x
425;129;110;60;Province0425;x
426;161;57;88;Province0426;x
427;197;202;26;Province0427;x
428;67;227;91;Province0428;x
429;225;165;120;Province0429;x
430;160;145;39;Province0430;x
431;148;251;12;Province0431;x
432;125;221;6;Province0432;x
433;121;88;100;Province0433;x
434;182;93;67;Province0434;x
435;234;85;19;Province0435;x
436;232;208;19;Province0436;x
437;200;170;81;Province0437;x
438;113;160;16;Province0438;x
439;244;145;25;Province0439;x
440;237;45;59;Province0440;x
441;95;189;83;Province0441;x
442;145;80;79;Province0442;x
443;196;120;56;Province0443;x
444;170;190;64;Province0444;x
445;205;178;19;Province0445;x
446;69;3;123;Province0446;x
447;227;211;59;Province0447;x
448;189;215;81;Province0448;x
449;189;236;64;Province0449;x
450;105;10;109;Province0450;x
451;223;119;18;Province0451;x
452;231;156;99;Province0452;x
453;170;45;98;Province0453;x
454;115;70;41;Province0454;x
455;96;222;70;Province0455;x
456;214;131;120;Province0456;x
457;139;176;80;Province0457;x
458;163;251;16;Province0458;x
459;175;207;98;Province0459;x
460;174;22;48;Province0460;x
461;238;37;49;Province0461;x
462;220;125;108;Province0462;x
463;152;147;78;Province0463;x
464;105;172;28;Province0464;x
465;219;238;13;Province0465;x
466;91;53;79;Province0466;x
467;211;124;14;Province0467;x
468;120;152;109;Province0468;x
469;66;70;54;Province0469;x
470;124;215;11;Province0470;x
471;198;162;33;Province0471;x
472;80;105;35;Province0472;x
473;92;76;88;Province0473;x
474;228;226;41;Province0474;x
475;101;68;11;Province0475;x
476;250;131;37;Province0476;x
477;142;164;38;Province0477;x
478;215;143;43;Province0478;x
479;165;104;40;Province0479;x
480;214;39;115;Province0480;x
481;143;216;102;Province0481;x
482;122;74;14;Province0482;x
483;180;49;45;Province0483;x
484;162;36;74;Province0484;x
485;110;89;50;Province0485;x
486;97;144;14;Province0486;x
487;136;194;15;Province0487;x
488;140;42;2;Province0488;x
489;105;246;80;Province0489;x
490;99;174;123;Province0490;x
491;240;96;36;Province0491;x
492;160;120;70;Province0492;x
493;64;83;1;Province0493;x
494;235;66;109;Province0494;x
495;107;80;27;Province0495;x
496;178;227;69;Province0496;x
497;219;3;1;Province0497;x
498;207;189;38;Province0498;x
499;156;211;49;Province0499;x
500;143;241;65;Province0500;x
501;104;2;88;Province0501;x
502;190;72;9;Province0502;x
503;231;187;75;Province0503;x
504;147;115;43;Province0504;x
505;219;108;64;Province0505;x
506;85;89;37;Province0506;x
507;138;249;57;Province0507;x
508;177;153;88;Province0508;x
509;184;155;1;Province0509;x
510;100;47;106;Province0510;x
511;244;6;106;Province0511;x
512;170;227;18;Province0512;x
513;132;59;123;Province0513;x
514;66;2;108;Province0514;x
515;125;0;109;Province0515;x
516;238;95;96;Province0516;x
517;237;59;64;Province0517;x
518;164;85;60;Province0518;x
519;81;247;99;Province0519;x
520;201;254;47;Province0520;x
521;214;79;59;Province0521;x
522;249;24;70;Province0522;x
523;119;61;111;Province0523;x
524;249;109;32;Province0524;x
525;210;13;67;Province0525;x
526;63;136;105;Province0526;x
527;85;32;92;Province0527;x
528;206;190;54;Province0528;x
529;245;178;26;Province0529;x
530;238;201;79;Province0530;x
531;121;54;118;Province0531;x
532;83;206;97;Province0532;x
533;95;71;30;Province0533;x
534;110;34;49;Province0534;x
535;226;18;10;Province0535;x
536;108;181;65;Province0536;x
537;226;223;20;Province0537;x
538;232;95;112;Province0538;x
539;229;13;18;Province0539;x
540;202;197;5;Province0540;x
541;73;176;94;Province0541;x
542;183;161;33;Province0542;x
543;90;209;15;Province0543;x
544;188;4;48;Province0544;x
545;108;214;24;Province0545;x
546;109;43;23;Province0546;x
547;205;106;75;Province0547;x
548;177;142;51;Province0548;x
549;172;216;45;Province0549;x
550;76;5;77;Province0550;x
551;124;134;33;Province0551;x
552;186;170;51;Province0552;x
553;104;79;15;Province0553;x
554;165;122;105;Province0554;x
555;165;38;12;Province0555;x
556;105;128;37;Province0556;x
557;229;100;56;Province0557;x
558;92;108;38;Province0558;x
559;213;244;102;Province0559;x
560;194;69;120;Province0560;x
561;87;131;109;Province0561;x
562;248;20;105;Province0562;x
563;228;49;66;Province0563;x
564;135;195;78;Province0564;x
565;245;250;29;Province0565;x
566;237;193;78;Province0566;x
567;218;91;53;Province0567;x
568;146;144;112;Province0568;x
569;110;55;90;Province0569;x
570;83;73;27;Province0570;x
571;108;164;115;Province0571;x
572;138;5;41;Province0572;x
573;89;183;76;Province0573;x
574;213;110;49;Province0574;x
575;183;170;60;Province0575;x
576;137;66;88;Province0576;x
577;247;28;47;Province0577;x
578;121;157;75;Province0578;x
579;65;233;106;Province0579;x
580;233;230;49;Province0580;x
581;66;62;97;Province0581;x
582;168;87;124;Province0582;x
583;119;50;27;Province0583;x
584;185;9;78;Province0584;x
585;174;172;17;Province0585;x
586;237;131;91;Province0586;x
587;230;79;118;Province0587;x
588;235;21;10;Province0588;x
589;84;193;41;Province0589;x
590;116;179;106;Province0590;x
591;76;66;33;Province0591;x
592;250;200;87;Province0592;x
593;238;6;83;Province0593;x
594;119;182;101;Province0594;x
595;212;146;47;Province0595;x
596;197;65;38;Province0596;x
597;166;164;13;Province0597;x
598;184;115;79;Province0598;x
599;102;86;126;Province0599;x
600;162;102;85;Province0600;x
601;103;127;112;Province0601;x
602;109;41;91;Province0602;x
603;144;52;99;Province0603;x
604;199;95;20;Province0604;x
605;137;131;96;Province0605;x
606;243;56;15;Province0606;x
607;131;199;104;Province0607;x
608;177;180;27;Province0608;x
609;92;247;36;Province0609;x
610;113;166;69;Province0610;x
611;155;146;117;Province0611;x
612;125;247;43;Province0612;x
613;186;204;8;Province0613;x
614;68;48;55;Province0614;x
615;79;44;34;Province0615;x
616;204;84;93;Province0616;x
617;69;12;46;Province0617;x
618;228;124;108;Province0618;x
619;113;30;10;Province0619;x
620;162;93;92;Province0620;x
621;222;63;46;Province0621;x
622;188;72;28;Province0622;x
623;88;192;71;Province0623;x
624;215;158;108;Province0624;x
625;98;190;12;Province0625;x
626;211;233;100;Province0626;x
627;182;47;120;Province0627;x
628;182;29;50;Province0628;x
629;203;224;82;Province0629;x
630;248;125;106;Province0630;x
631;145;160;0;Province0631;x
632;180;230;49;Province0632;x
633;139;60;115;Province0633;x
634;208;28;117;Province0634;x
635;79;81;63;Province0635;x
636;168;251;121;Province0636;x
637;226;91;15;Province0637;x
638;161;90;93;Province0638;x
639;68;159;50;Province0639;x
640;224;173;38;Province0640;x
641;240;206;11;Province0641;x
642;155;234;44;Province0642;x
643;199;253;28;Province0643;x
644;138;78;114;Province0644;x
645;152;196;41;Province0645;x
646;159;202;78;Province0646;x
647;139;1;34;Province0647;x
648;209;146;118;Province0648;x
649;84;28;121;Province0649;x
650;160;183;57;Province0650;x
651;66;33;60;Province0651;x
652;112;138;40;Province0652;x
653;155;65;20;Province0653;x
654;162;231;116;Province0654;x
655;219;105;86;Province0655;x
656;101;26;74;Province0656;x
657;66;70;16;Province0657;x
658;151;10;57;Province0658;x
659;69;239;6;Province0659;x
660;171;84;28;Province0660;x
661;131;9;45;Province0661;x
662;216;102;97;Province0662;x
663;209;197;100;Province0663;x
664;228;149;33;Province0664;x
665;139;153;84;Province0665;x
666;234;213;69;Province0666;x
667;136;207;19;Province0667;x
668;138;114;48;Province0668;x
669;227;188;31;Province0669;x
670;218;182;68;Province0670;x
671;170;3;85;Province0671;x
672;221;208;4;Province0672;x
673;230;198;121;Province0673;x
674;147;136;36;Province0674;x
675;215;112;41;Province0675;x
676;156;86;28;Province0676;x
677;150;23;109;Province0677;x
678;203;25;74;Province0678;x
679;189;206;96;Province0679;x
680;221;61;49;Province0680;x
681;131;227;81;Province0681;x
682;100;62;66;Province0682;x
683;183;71;9;Province0683;x
684;247;61;63;Province0684;x
685;161;92;96;Province0685;x
686;66;33;95;Province0686;x
687;123;188;17;Province0687;x
688;194;198;75;Province0688;x
689;231;178;117;Province0689;x
690;163;203;5;Province0690;x
691;98;17;22;Province0691;x
692;239;11;60;Province0692;x
693;191;37;3;Province0693;x
694;119;119;97;Province0694;x
695;177;143;67;Province0695;x
696;69;155;113;Province0696;x
697;140;226;13;Province0697;x
698;188;114;95;Province0698;x
699;240;25;7;Province0699;x
700;162;92;0;Province0700;x
701;68;85;62;Province0701;x
702;82;211;82;Province0702;x
703;231;128;68;Province0703;x
704;72;113;120;Province0704;x
705;139;76;10;Province0705;x
706;217;112;122;Province0706;x
707;231;71;66;Province0707;x
708;79;125;94;Province0708;x
709;81;106;120;Province0709;x
710;127;112;94;Province0710;x
711;124;176;90;Province0711;x
712;73;42;9;Province0712;x
713;88;93;28;Province0713;x
714;188;195;34;Province0714;x
715;234;88;108;Province0715;x
716;143;62;36;Province0716;x
717;162;104;120;Province0717;x
718;130;134;116;Province0718;x
719;69;63;40;Province0719;x
720;64;230;124;Province0720;x
721;249;55;124;Province0721;x
722;149;195;115;Province0722;x
723;141;182;13;Province0723;x
724;137;209;9;Province0724;x
725;75;19;82;Province0725;x
726;84;139;7;Province0726;x
727;227;154;2;Province0727;x
728;133;203;15;Province0728;x
729;104;53;107;Province0729;x
730;75;131;88;Province0730;x
731;67;193;120;Province0731;x
732;133;44;39;Province0732;x
733;159;66;59;Province0733;x
734;230;47;13;Province0734;x
735;236;4;97;Province0735;x
736;211;43;126;Province0736;x
737;102;213;105;Province0737;x
738;203;9;116;Province0738;x
739;249;154;66;Province0739;x
740;109;151;20;Province0740;x
741;97;113;99;Province0741;x
742;92;109;122;Province0742;x
743;149;116;70;Province0743;x
744;175;189;101;Province0744;x
745;200;71;47;Province0745;x
746;127;204;100;Province0746;x
747;112;176;17;Province0747;x
748;235;109;17;Province0748;x
749;172;227;103;Province0749;x
750;97;40;15;Province0750;x
751;205;61;2;Province0751;x
752;103;38;43;Province0752;x
753;241;12;51;Province0753;x
754;154;33;33;Province0754;x
755;90;171;90;Province0755;x
756;166;38;40;Province0756;x
757;64;247;57;Province0757;x
758;239;13;0;Province0758;x
759;199;30;110;Province0759;x
760;197;241;33;Province0760;x
761;146;115;10;Province0761;x
762;194;97;48;Province0762;x
763;96;106;43;Province0763;x
764;101;59;103;Province0764;x
765;147;136;85;Province0765;x
766;133;214;23;Province0766;x
767;224;184;81;Province0767;x
768;92;189;96;Province0768;x
769;76;229;28;Province0769;x
770;151;10;64;Province0770;x
771;250;44;52;Province0771;x
772;111;127;89;Province0772;x
773;230;111;93;Province0773;x
774;223;30;121;Province0774;x
775;171;134;52;Province0775;x
776;218;77;56;Province0776;x
777;187;58;74;Province0777;x
778;78;38;123;Province0778;x
779;145;54;10;Province0779;x
780;230;243;32;Province0780;x
781;225;141;64;Province0781;x
782;119;70;11;Province0782;x
783;243;200;35;Province0783;x
784;241;158;14;Province0784;x
785;199;147;68;Province0785;x
786;116;173;13;Province0786;x
787;76;113;11;Province0787;x
788;189;58;29;Province0788;x
789;100;235;41;Province0789;x
790;75;66;78;Province0790;x
791;162;8;104;Province0791;x
792;224;88;56;Province0792;x
793;241;129;90;Province0793;x
794;128;182;81;Province0794;x
795;210;206;28;Province0795;x
796;251;32;70;Province0796;x
797;211;215;53;Province0797;x
798;137;62;124;Province0798;x
799;190;39;119;Province0799;x
800;195;40;117;Province0800;x
801;236;85;78;Province0801;x
802;82;156;122;Province0802;x
803;251;140;109;Province0803;x
804;190;249;80;Province0804;x
805;65;10;107;Province0805;x
806;193;100;124;Province0806;x
807;192;37;72;Province0807;x
808;223;206;71;Province0808;x
809;123;251;63;Province0809;x
810;248;141;87;Province0810;x
811;108;148;57;Province0811;x
812;77;184;23;Province0812;x
813;164;65;38;Province0813;x
814;159;78;33;Province0814;x
815;161;251;49;Province0815;x
816;244;10;23;Province0816;x
817;201;189;96;Province0817;x
818;239;11;66;Province0818;x
819;173;129;110;Province0819;x
820;221;238;31;Province0820;x
821;64;227;46;Province0821;x
822;173;212;40;Province0822;x
823;69;69;52;Province0823;x
824;93;155;40;Province0824;x
825;169;175;90;Province0825;x
826;90;80;63;Province0826;x
827;77;37;117;Province0827;x
828;164;63;96;Province0828;x
829;99;129;1;Province0829;x
830;123;86;29;Province0830;x
831;232;155;10;Province0831;x
832;235;2;2;Province0832;x
833;252;213;83;Province0833;x
834;198;187;106;Province0834;x
835;217;134;77;Province0835;x
836;145;218;125;Province0836;x
837;196;82;64;Province0837;x
838;206;158;82;Province0838;x
839;181;209;32;Province0839;x
840;112;193;14;Province0840;x
841;210;25;45;Province0841;x
842;148;163;28;Province0842;x
843;200;178;86;Province0843;x
844;210;19;74;Province0844;x
845;232;23;111;Province0845;x
846;220;9;91;Province0846;x
847;180;120;31;Province0847;x
848;252;69;89;Province0848;x
849;112;170;66;Province0849;x
850;68;50;20;Province0850;x
851;132;223;100;Province0851;x
852;109;33;2;Province0852;x
853;97;226;96;Province0853;x
854;134;147;126;Province0854;x
855;222;85;102;Province0855;x
856;148;170;117;Province0856;x
857;84;118;101;Province0857;x
858;204;45;83;Province0858;x
859;156;181;34;Province0859;x
860;237;157;100;Province0860;x
861;139;184;20;Province0861;x
862;136;226;55;Province0862;x
863;172;190;72;Province0863;x
864;105;23;47;Province0864;x
865;163;178;59;Province0865;x
866;177;206;68;Province0866;x
867;213;196;17;Province0867;x
868;137;99;75;Province0868;x
869;70;22;58;Province0869;x
870;100;143;18;Province0870;x
871;187;254;77;Province0871;x
872;86;92;68;Province0872;x
873;228;178;103;Province0873;x
874;204;25;117;Province0874;x
875;153;110;13;Province0875;x
876;108;187;39;Province0876;x
877;190;189;111;Province0877;x
878;226;28;54;Province0878;x
879;212;42;115;Province0879;x
880;209;3;27;Province0880;x
881;86;149;92;Province0881;x
882;110;52;116;Province0882;x
883;143;217;77;Province0883;x
884;220;34;76;Province0884;x
885;206;97;113;Province0885;x
886;206;123;27;Province0886;x
887;70;29;118;Province0887;x
888;74;26;113;Province0888;x
889;170;105;36;Province0889;x
890;219;204;44;Province0890;x
891;253;178;1;Province0891;x
892;77;246;43;Province0892;x
893;176;14;78;Province0893;x
894;108;19;17;Province0894;x
895;176;127;88;Province0895;x
896;106;67;42;Province0896;x
897;140;218;14;Province0897;x
898;237;142;28;Province0898;x
899;224;187;87;Province0899;x
900;249;233;39;Province0900;x
901;115;104;9;Province0901;x
902;231;130;75;Province0902;x
903;109;5;120;Province0903;x
904;94;240;125;Province0904;x
905;167;152;112;Province0905;x
906;146;31;20;Province0906;x
907;119;146;67;Province0907;x
908;171;3;95;Province0908;x
909;199;22;86;Province0909;x
910;152;180;84;Province0910;x
911;131;71;46;Province0911;x
912;119;204;0;Province0912;x
913;170;242;36;Province0913;x
914;241;52;125;Province0914;x
915;91;22;11;Province0915;x
916;254;131;101;Province0916;x
917;103;0;87;Province0917;x
918;78;1;101;Province0918;x
919;112;242;108;Province0919;x
920;111;168;104;Province0920;x
921;157;105;32;Province0921;x
922;224;187;46;Province0922;x
923;233;78;55;Province0923;x
924;210;11;111;Province0924;x
925;104;46;20;Province0925;x
926;196;85;68;Province0926;x
927;92;43;55;Province0927;x
928;65;137;94;Province0928;x
929;109;37;38;Province0929;x
930;146;28;117;Province0930;x
931;201;211;54;Province0931;x
